ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente,Total_vente,TVA,Date_traitement,Total_vente_normalise,Categorie_produit,Ratio_vente_quantite
71,Pantalon,2.0,97.21,2023-08-26,194.42,38.884,2025-05-22 12:16:22,0.09874519149212813,Luxe,97.21
25,Robe,5.1,62.13,invalid_date,316.863,63.372600000000006,2025-05-22 12:16:22,0.16093353364761956,Luxe,62.13
66,Pantalon,17.2,63.55,26/02/2024,1093.06,218.612,2025-05-22 12:16:22,0.5551610894578005,Luxe,63.55
59,Pantalon,2.4,55.53,11/01/2025,133.272,26.6544,2025-05-22 12:16:22,0.0676883507897279,Luxe,55.53
34,Pantalon,17.9,34.51,invalid_date,617.7289999999999,123.54579999999999,2025-05-22 12:16:22,0.3137422507727642,Basique,34.51
12,Lunettes de soleil,16.8,10.32,invalid_date,173.376,34.675200000000004,2025-05-22 12:16:22,0.08805702252926245,Basique,10.32
17,Chemise,6.9,90.9,invalid_date,627.21,125.44200000000001,2025-05-22 12:16:22,0.3185576152442017,Luxe,90.9
86,Cravate,6.1,44.43,06/10/2024,271.02299999999997,54.2046,2025-05-22 12:16:22,0.13765156894234667,Luxe,44.43
85,Pull,2.8,70.55,2023-11-15,197.54,39.508,2025-05-22 12:16:22,0.10032982783332471,Luxe,70.55
84,Chemise,18.0,80.06,2023-12-15,1441.08,288.216,2025-05-22 12:16:22,0.731919146978068,Luxe,80.06
90,Montre,2.0,92.57,30/04/2025,185.14,37.028,2025-05-22 12:16:22,0.0940319141695947,Luxe,92.57
70,Pantalon,3.6,44.47,invalid_date,160.092,32.01840000000001,2025-05-22 12:16:22,0.08131012856886008,Luxe,44.470000000000006
36,Lunettes de soleil,5.8,52.33,27/03/2024,303.51399999999995,60.702799999999996,2025-05-22 12:16:22,0.1541536264301089,Luxe,52.32999999999999
29,Pantalon,15.8,77.88,2024-02-27,1230.504,246.1008,2025-05-22 12:16:22,0.6249683834576156,Luxe,77.88
90,Robe,15.6,64.53,2024-06-08,1006.668,201.33360000000002,2025-05-22 12:16:22,0.5112829154870777,Luxe,64.53
61,Montre,9.5,18.37,31/10/2024,174.51500000000001,34.903000000000006,2025-05-22 12:16:22,0.08863551637305185,Basique,18.37
39,Chemise,14.5,34.69,invalid_date,503.005,100.601,2025-05-22 12:16:22,0.2554743598729447,Basique,34.69
76,Lunettes de soleil,6.8,64.87,2024-06-13,441.11600000000004,88.22320000000002,2025-05-22 12:16:22,0.22404116803951032,Luxe,64.87
81,Cravate,6.0,24.14,invalid_date,144.84,28.968000000000004,2025-05-22 12:16:22,0.07356369476247217,Basique,24.14
88,Cravate,18.6,48.26,invalid_date,897.6360000000001,179.52720000000002,2025-05-22 12:16:22,0.45590597011741557,Luxe,48.26
2,Lunettes de soleil,2.8,51.53,invalid_date,144.284,28.8568,2025-05-22 12:16:22,0.07328130444013072,Luxe,51.53
62,Montre,5.6,44.52,2025-04-02,249.312,49.86240000000001,2025-05-22 12:16:22,0.12662463317192393,Luxe,44.52
49,Lunettes de soleil,19.8,54.58,2025-01-05,1080.684,216.1368,2025-05-22 12:16:22,0.5488753653043874,Luxe,54.58
81,Montre,17.6,65.57,invalid_date,1154.032,230.8064,2025-05-22 12:16:22,0.5861285404178768,Luxe,65.57
88,Robe,20.0,49.06,invalid_date,981.2,196.24,2025-05-22 12:16:22,0.4983478134557974,Luxe,49.06
47,Pantalon,16.0,33.8,23/09/2024,540.8,108.16,2025-05-22 12:16:22,0.2746702991407411,Basique,33.8
96,Lunettes de soleil,12.2,89.69,22/11/2023,1094.2179999999998,218.84359999999998,2025-05-22 12:16:22,0.5557492333305907,Luxe,89.69
17,Cravate,2.3,62.77,07/08/2024,144.371,28.874200000000002,2025-05-22 12:16:22,0.07332549141502948,Luxe,62.77000000000001
100,Chaussures,16.0,34.95,2024-08-11,559.2,111.84000000000002,2025-05-22 12:16:22,0.2840155903836954,Basique,34.95
70,Robe,16.2,69.5,2023-11-26,1125.8999999999999,225.17999999999998,2025-05-22 12:16:22,0.5718404027414209,Luxe,69.5
2,Pull,16.0,63.0,2024-05-23,1008.0,201.60000000000002,2025-05-22 12:16:22,0.5119594333096654,Luxe,63.0
58,Pull,10.8,50.68,invalid_date,547.344,109.46880000000002,2025-05-22 12:16:22,0.27799397228714834,Luxe,50.68
88,Montre,2.3,18.39,invalid_date,42.297,8.4594,2025-05-22 12:16:22,0.02148248824474099,Basique,18.39
93,Pull,15.8,89.5,2023-12-02,1414.1000000000001,282.82000000000005,2025-05-22 12:16:22,0.7182161057968234,Luxe,89.5
78,Montre,8.9,77.94,07/02/2025,693.666,138.7332,2025-05-22 12:16:22,0.3523103693116889,Luxe,77.94
96,Pull,5.2,16.87,invalid_date,87.724,17.544800000000002,2025-05-22 12:16:22,0.044554691793310605,Basique,16.87
14,Chaussures,5.9,64.22,2024-03-28,378.898,75.7796,2025-05-22 12:16:22,0.19244087833548176,Luxe,64.22
8,Pull,16.8,68.02,invalid_date,1142.7359999999999,228.54719999999998,2025-05-22 12:16:22,0.580391344228724,Luxe,68.02
77,Lunettes de soleil,9.8,50.48,09/05/2024,494.704,98.94080000000001,2025-05-22 12:16:22,0.251258312992088,Luxe,50.48
25,Cravate,20.0,16.94,invalid_date,338.8,67.76,2025-05-22 12:16:22,0.17207525397352644,Basique,16.94
99,Chemise,13.6,63.75,2024-12-22,867.0,173.4,2025-05-22 12:16:22,0.44034606019789674,Luxe,63.75
24,Chaussures,14.7,46.98,29/06/2023,690.6059999999999,138.1212,2025-05-22 12:16:22,0.3507562067462845,Luxe,46.98
65,Lunettes de soleil,19.4,82.11,07/07/2024,1592.934,318.58680000000004,2025-05-22 12:16:22,0.8090452261306533,Luxe,82.11
7,Montre,17.6,74.03,05/07/2023,1302.928,260.58560000000006,2025-05-22 12:16:22,0.6617522624239046,Luxe,74.03
11,Chaussures,6.2,84.79,2024-06-19,525.6980000000001,105.13960000000003,2025-05-22 12:16:22,0.2670000497738339,Luxe,84.79
50,Pantalon,8.1,38.68,invalid_date,313.308,62.6616,2025-05-22 12:16:22,0.15912796243192923,Basique,38.68
18,Montre,9.5,91.53,20/11/2023,869.535,173.907,2025-05-22 12:16:22,0.441633577225119,Luxe,91.53
15,Montre,12.3,66.88,invalid_date,822.624,164.52480000000003,2025-05-22 12:16:22,0.4178076556219546,Luxe,66.88
21,Chaussures,16.1,20.92,2025-04-03,336.81200000000007,67.36240000000002,2025-05-22 12:16:22,0.17106555620227687,Basique,20.92
100,Chaussures,15.6,48.94,2024-11-18,763.4639999999999,152.6928,2025-05-22 12:16:22,0.38776051269080397,Luxe,48.94
67,Chaussures,6.8,39.04,06/02/2025,265.472,53.0944,2025-05-22 12:16:22,0.1348322367853011,Basique,39.04
81,Robe,12.7,55.23,invalid_date,701.4209999999999,140.2842,2025-05-22 12:16:22,0.3562491048328361,Luxe,55.23
32,Lunettes de soleil,6.7,71.98,03/04/2025,482.266,96.45320000000001,2025-05-22 12:16:22,0.24494109927035626,Luxe,71.98
41,Pull,19.5,78.46,12/04/2025,1529.9699999999998,305.99399999999997,2025-05-22 12:16:22,0.7770660458142745,Luxe,78.46
73,Robe,10.0,43.15,24/02/2025,431.5,86.30000000000001,2025-05-22 12:16:22,0.21915723757254033,Luxe,43.15
14,Cravate,5.6,67.42,2025-02-28,377.55199999999996,75.51039999999999,2025-05-22 12:16:22,0.19175724996520913,Luxe,67.42
53,Pull,14.6,71.31,2024-08-16,1041.126,208.2252,2025-05-22 12:16:22,0.5287840049245622,Luxe,71.31
42,Robe,13.3,68.71,invalid_date,913.843,182.7686,2025-05-22 12:16:22,0.4641374448551633,Luxe,68.71
95,Chemise,18.4,47.61,2024-01-16,876.0239999999999,175.20479999999998,2025-05-22 12:16:22,0.4449293160770499,Luxe,47.61
40,Chemise,8.5,77.12,2024-04-06,655.52,131.104,2025-05-22 12:16:22,0.33293615845550784,Luxe,77.12
55,Pull,14.3,94.11,14/12/2024,1345.7730000000001,269.1546,2025-05-22 12:16:22,0.6835130778208814,Luxe,94.11
27,Pantalon,2.9,50.18,2023-09-22,145.522,29.1044,2025-05-22 12:16:22,0.07391008001397731,Luxe,50.18
95,Chemise,8.6,58.58,2024-11-16,503.78799999999995,100.7576,2025-05-22 12:16:22,0.25587204264703345,Luxe,58.58
78,Chemise,17.6,82.42,09/06/2023,1450.592,290.1184,2025-05-22 12:16:22,0.736750256233665,Luxe,82.42
27,Pull,6.8,29.06,invalid_date,197.60799999999998,39.5216,2025-05-22 12:16:22,0.10036436477922257,Basique,29.06
16,Montre,18.4,45.7,invalid_date,840.88,168.17600000000002,2025-05-22 12:16:22,0.4270798098030074,Luxe,45.7
48,Pull,8.9,76.71,18/02/2024,682.7189999999999,136.5438,2025-05-22 12:16:22,0.3467504289183943,Luxe,76.71
70,Chemise,11.0,95.07,2024-02-03,1045.77,209.154,2025-05-22 12:16:22,0.5311426751708818,Luxe,95.07
53,Chaussures,17.0,16.12,2023-06-12,274.04,54.80800000000001,2025-05-22 12:16:22,0.13918389196843325,Basique,16.12
65,Lunettes de soleil,16.3,19.63,invalid_date,319.969,63.9938,2025-05-22 12:16:22,0.16251105944113128,Basique,19.63
71,Montre,2.1,73.26,24/04/2024,153.846,30.7692,2025-05-22 12:16:22,0.07813780850888769,Luxe,73.26
56,Pull,11.8,90.53,2024-09-03,1068.2540000000001,213.65080000000003,2025-05-22 12:16:22,0.5425622147527613,Luxe,90.53
50,Pull,8.3,81.14,invalid_date,673.4620000000001,134.69240000000002,2025-05-22 12:16:22,0.34204883320991464,Luxe,81.14
99,Robe,16.2,17.38,30/11/2024,281.556,56.3112,2025-05-22 12:16:22,0.14300124028267475,Basique,17.38
53,Lunettes de soleil,15.8,61.48,invalid_date,971.384,194.2768,2025-05-22 12:16:22,0.49336230373618656,Luxe,61.48
57,Pull,9.2,37.04,18/06/2024,340.768,68.1536,2025-05-22 12:16:22,0.17307479381951196,Basique,37.04
64,Chaussures,13.0,32.74,invalid_date,425.62,85.12400000000001,2025-05-22 12:16:22,0.2161708075449006,Basique,32.74
5,Pull,14.3,19.84,invalid_date,283.712,56.7424,2025-05-22 12:16:22,0.14409626462614267,Basique,19.84
48,Lunettes de soleil,9.8,41.05,06/08/2024,402.29,80.45800000000001,2025-05-22 12:16:22,0.20432158772435052,Luxe,41.05
14,Robe,8.9,20.45,01/04/2024,182.005,36.401,2025-05-22 12:16:22,0.09243965938445006,Basique,20.45
76,Lunettes de soleil,8.4,28.52,invalid_date,239.568,47.9136,2025-05-22 12:16:22,0.12167569198326382,Basique,28.52
58,Chemise,17.4,53.61,26/07/2023,932.814,186.5628,2025-05-22 12:16:22,0.47377274486440696,Luxe,53.61
79,Lunettes de soleil,4.2,80.64,2023-10-23,338.68800000000005,67.73760000000001,2025-05-22 12:16:22,0.1720183695920476,Luxe,80.64
51,Robe,14.8,48.63,invalid_date,719.724,143.94480000000001,2025-05-22 12:16:22,0.3655451301382596,Luxe,48.63
13,Chemise,5.1,21.94,invalid_date,111.894,22.378800000000002,2025-05-22 12:16:22,0.05683054447495209,Basique,21.94
41,Pull,17.7,44.44,invalid_date,786.588,157.3176,2025-05-22 12:16:22,0.399505105881134,Luxe,44.44
87,Chaussures,2.3,64.93,12/11/2024,149.339,29.867800000000003,2025-05-22 12:16:22,0.07584872005062711,Luxe,64.93
55,Pull,16.0,34.93,2023-12-01,558.88,111.77600000000001,2025-05-22 12:16:22,0.28385306357947004,Basique,34.93
50,Pantalon,5.6,57.55,16/05/2024,322.28,64.456,2025-05-22 12:16:22,0.16368480770539579,Luxe,57.55
99,Pantalon,1.3,11.24,2024-07-29,14.612,2.9224,2025-05-22 12:16:22,0.007421380197937333,Basique,11.24
86,Chaussures,3.3,73.13,17/04/2024,241.32899999999998,48.2658,2025-05-22 12:16:22,0.1225700973027661,Luxe,73.13
21,Robe,15.7,30.56,2024-12-19,479.792,95.9584,2025-05-22 12:16:22,0.24368456391518947,Basique,30.56
10,Pull,3.3,26.14,04/03/2025,86.262,17.2524,2025-05-22 12:16:22,0.04381214745650631,Basique,26.14
48,Montre,20.0,75.92,2024-06-29,1518.4,303.68,2025-05-22 12:16:22,0.7711896860490041,Luxe,75.92
63,Chemise,19.5,74.05,2023-07-21,1443.975,288.795,2025-05-22 12:16:22,0.7333895066600438,Luxe,74.05
72,Cravate,2.8,82.35,2024-04-02,230.57999999999996,46.11599999999999,2025-05-22 12:16:22,0.11711072036958595,Luxe,82.35
36,Robe,9.5,13.12,invalid_date,124.63999999999999,24.927999999999997,2025-05-22 12:16:22,0.0633041902457507,Basique,13.12
18,Lunettes de soleil,4.8,66.77,05/01/2025,320.496,64.0992,2025-05-22 12:16:22,0.1627787207718398,Luxe,66.77
61,Pull,15.6,97.66,2024-02-19,1523.4959999999999,304.69919999999996,2025-05-22 12:16:22,0.7737779254062916,Luxe,97.66
85,Cravate,6.1,78.76,invalid_date,480.436,96.0872,2025-05-22 12:16:22,0.24401164910869289,Luxe,78.76
40,Chaussures,10.3,15.06,2024-12-12,155.11800000000002,31.023600000000005,2025-05-22 12:16:22,0.07878385255568322,Basique,15.06
23,Pull,2.1,62.79,2025-04-18,131.859,26.371800000000004,2025-05-22 12:16:22,0.06697069336982062,Luxe,62.79
5,Chaussures,12.4,67.57,30/10/2024,837.8679999999999,167.5736,2025-05-22 12:16:22,0.42555002625823685,Luxe,67.57
32,Pantalon,7.7,74.84,19/05/2024,576.268,115.2536,2025-05-22 12:16:22,0.2926843638040618,Luxe,74.84
22,Lunettes de soleil,4.0,39.8,26/07/2023,159.2,31.84,2025-05-22 12:16:22,0.08085708510208207,Basique,39.8
34,Montre,9.8,85.34,2023-11-02,836.3320000000001,167.26640000000003,2025-05-22 12:16:22,0.4247698975979555,Luxe,85.34
80,Lunettes de soleil,3.1,23.34,2024-12-23,72.354,14.4708,2025-05-22 12:16:22,0.036748326227864614,Basique,23.34
36,Montre,17.3,97.52,2024-12-27,1687.096,337.41920000000005,2025-05-22 12:16:22,0.8568697540664716,Luxe,97.52
100,Chemise,4.3,85.33,2023-11-23,366.919,73.3838,2025-05-22 12:16:22,0.18635678899856065,Luxe,85.33
4,Lunettes de soleil,1.9,87.14,invalid_date,165.566,33.1132,2025-05-22 12:16:22,0.08409035271363896,Luxe,87.14
27,Robe,13.4,87.82,03/03/2024,1176.788,235.35760000000002,2025-05-22 12:16:22,0.5976862277833478,Luxe,87.82
52,Lunettes de soleil,15.0,40.89,invalid_date,613.35,122.67000000000002,2025-05-22 12:16:22,0.3115181730361938,Luxe,40.89
16,Montre,2.0,52.5,invalid_date,105.0,21.0,2025-05-22 12:16:22,0.053329107636423484,Luxe,52.5
63,Pull,13.0,38.21,2025-01-11,496.73,99.346,2025-05-22 12:16:22,0.25228731082133943,Basique,38.21
58,Robe,5.0,61.87,03/11/2024,309.34999999999997,61.87,2025-05-22 12:16:22,0.15711770902216765,Luxe,61.86999999999999
62,Lunettes de soleil,1.1,75.76,29/01/2025,83.33600000000001,16.667200000000005,2025-05-22 12:16:22,0.042326042990371314,Luxe,75.76
97,Cravate,1.3,66.4,2024-08-03,86.32000000000001,17.264000000000003,2025-05-22 12:16:22,0.04384160543977215,Luxe,66.4
52,Chemise,5.3,29.01,invalid_date,153.75300000000001,30.750600000000006,2025-05-22 12:16:22,0.07809057415640971,Basique,29.010000000000005
80,Chemise,12.3,69.58,2023-05-31,855.8340000000001,171.16680000000002,2025-05-22 12:16:22,0.43467489052296054,Luxe,69.58
90,Chaussures,4.9,37.1,invalid_date,181.79000000000002,36.358000000000004,2025-05-22 12:16:22,0.0923304616878612,Basique,37.1
67,Robe,12.8,47.69,invalid_date,610.432,122.08640000000001,2025-05-22 12:16:22,0.31003613174016437,Luxe,47.69
93,Pantalon,6.4,54.8,13/04/2025,350.72,70.144,2025-05-22 12:16:22,0.17812937743091853,Luxe,54.800000000000004
87,Pull,9.1,18.55,2024-09-11,168.805,33.761,2025-05-22 12:16:22,0.08573542871015682,Basique,18.55
59,Cravate,14.6,78.14,invalid_date,1140.844,228.16880000000003,2025-05-22 12:16:22,0.5794304044987421,Luxe,78.14
100,Chaussures,14.1,75.74,2024-07-26,1067.934,213.5868,2025-05-22 12:16:22,0.542399687948536,Luxe,75.74
27,Robe,14.0,98.32,invalid_date,1376.48,275.296,2025-05-22 12:16:22,0.6991090483750876,Luxe,98.32000000000001
49,Chaussures,2.0,27.99,24/11/2024,55.98,11.196,2025-05-22 12:16:22,0.028432032814161776,Basique,27.99
70,Cravate,15.7,36.48,invalid_date,572.7359999999999,114.54719999999998,2025-05-22 12:16:22,0.2908904742024251,Basique,36.48
25,Pull,10.8,25.07,invalid_date,270.75600000000003,54.15120000000001,2025-05-22 12:16:22,0.1375159606400712,Basique,25.07
27,Lunettes de soleil,13.3,77.22,2024-12-19,1027.026,205.40520000000004,2025-05-22 12:16:22,0.5216226676133854,Luxe,77.22
41,Chemise,8.4,58.14,invalid_date,488.37600000000003,97.67520000000002,2025-05-22 12:16:22,0.24804434543853293,Luxe,58.14
75,Chemise,14.3,42.19,22/12/2023,603.317,120.66340000000001,2025-05-22 12:16:22,0.3064224498274677,Luxe,42.19
46,Chaussures,13.8,19.0,2024-07-09,262.2,52.44,2025-05-22 12:16:22,0.1331704002120975,Basique,18.999999999999996
83,Pantalon,17.0,90.22,26/12/2024,1533.74,306.748,2025-05-22 12:16:22,0.7789808147265539,Luxe,90.22
94,Pantalon,14.8,86.46,invalid_date,1279.608,255.9216,2025-05-22 12:16:22,0.6499081215659864,Luxe,86.46
70,Montre,13.4,42.92,invalid_date,575.128,115.02560000000001,2025-05-22 12:16:22,0.2921053620640092,Luxe,42.92
94,Robe,3.5,45.71,invalid_date,159.985,31.997000000000003,2025-05-22 12:16:22,0.08125578366869725,Luxe,45.71
31,Chaussures,15.4,50.16,invalid_date,772.4639999999999,154.4928,2025-05-22 12:16:22,0.3923315790596403,Luxe,50.16
63,Montre,17.9,55.17,21/09/2024,987.543,197.5086,2025-05-22 12:16:22,0.5015693994533006,Luxe,55.17
32,Chemise,3.4,22.13,invalid_date,75.24199999999999,15.048399999999999,2025-05-22 12:16:22,0.03821513063599786,Basique,22.13
67,Lunettes de soleil,16.7,25.97,invalid_date,433.69899999999996,86.7398,2025-05-22 12:16:22,0.22027410145532597,Basique,25.97
65,Pantalon,2.8,91.18,invalid_date,255.304,51.0608,2025-05-22 12:16:22,0.1296679475810425,Luxe,91.18
25,Chemise,14.5,62.02,invalid_date,899.2900000000001,179.85800000000003,2025-05-22 12:16:22,0.45674603053675505,Luxe,62.02
71,Chemise,4.1,82.39,24/07/2023,337.799,67.5598,2025-05-22 12:16:22,0.1715668498140592,Luxe,82.39
26,Robe,4.7,65.37,03/04/2024,307.23900000000003,61.44780000000001,2025-05-22 12:16:22,0.15604554001054396,Luxe,65.37
86,Lunettes de soleil,8.7,56.6,2024-08-25,492.41999999999996,98.484,2025-05-22 12:16:22,0.25009827792693,Luxe,56.6
74,Robe,4.5,54.91,2024-09-18,247.09499999999997,49.419,2025-05-22 12:16:22,0.12549862715640056,Luxe,54.91
95,Cravate,17.6,30.63,invalid_date,539.0880000000001,107.81760000000003,2025-05-22 12:16:22,0.27380078073813585,Basique,30.630000000000003
89,Chemise,1.2,44.15,09/09/2023,52.98,10.596,2025-05-22 12:16:22,0.026908344024549675,Luxe,44.15
